"","Date","State","kMWh"
"1464",2013-08-01,"KY",NA
"1465",2013-08-01,"MS",NA
"1466",2013-08-01,"NE",NA
"1467",2013-08-01,"SD",NA
"1468",2013-08-01,"VA",NA
"1469",2013-08-01,"LA",NA
"1470",2013-08-01,"ME",NA
"1471",2013-08-01,"MT",NA
"1472",2013-08-01,"WY",NA
"1473",2013-09-01,"AZ",196.686389958333
"1474",2013-09-01,"CA",385.60916275
"1475",2013-09-01,"CO",21.1299405416667
"1476",2013-09-01,"DE",3.83026191666667
"1477",2013-09-01,"FL",17.6446920833333
"1478",2013-09-01,"HI",1.738784125
"1479",2013-09-01,"IL",4.37089766666667
"1480",2013-09-01,"MA",10.2774632916667
"1481",2013-09-01,"MD",5.73727383333333
"1482",2013-09-01,"NC",33.7295244166667
"1483",2013-09-01,"NJ",37.4469915833333
"1484",2013-09-01,"NM",30.0864229166667
"1485",2013-09-01,"NV",63.2291579583333
"1486",2013-09-01,"NY",5.61413829166667
"1487",2013-09-01,"OH",3.943458375
"1488",2013-09-01,"OR",1.78054266666667
"1489",2013-09-01,"PA",5.238418
"1490",2013-09-01,"TX",13.779475125
"1491",2013-09-01,"VT",1.51115325
"1492",2013-09-01,"WA",0.0606666666666667
"1493",2013-09-01,"GA",2.95183933333333
"1494",2013-09-01,"IN",3.339390375
"1495",2013-09-01,"MN",0.2272645
"1496",2013-09-01,"TN",1.73924991666667
"1497",2013-09-01,"UT",0.178755958333333
"1498",2013-09-01,"CT",0.0898150416666667
"1499",2013-09-01,"RI",0.271548666666667
"1500",2013-09-01,"SC",0.0731874583333333
"1501",2013-09-01,"MO",NA
"1502",2013-09-01,"WI",NA
"1503",2013-09-01,"AR",NA
"1504",2013-09-01,"KS",NA
"1505",2013-09-01,"MI",NA
"1506",2013-09-01,"OK",NA
"1507",2013-09-01,"AL",NA
"1508",2013-09-01,"IA",NA
"1509",2013-09-01,"ID",NA
"1510",2013-09-01,"KY",NA
"1511",2013-09-01,"MS",NA
"1512",2013-09-01,"NE",NA
"1513",2013-09-01,"SD",NA
"1514",2013-09-01,"VA",NA
"1515",2013-09-01,"LA",NA
"1516",2013-09-01,"ME",NA
"1517",2013-09-01,"MT",NA
"1518",2013-09-01,"WY",NA
"1519",2013-10-01,"AZ",207.765724041667
"1520",2013-10-01,"CA",430.853125333333
"1521",2013-10-01,"CO",21.306725
"1522",2013-10-01,"DE",3.90511383333333
"1523",2013-10-01,"FL",17.8299481666667
"1524",2013-10-01,"HI",1.817124875
"1525",2013-10-01,"IL",4.403226625
"1526",2013-10-01,"MA",11.2395461666667
"1527",2013-10-01,"MD",6.10969029166667
"1528",2013-10-01,"NC",36.5981799583333
"1529",2013-10-01,"NJ",37.95729925
"1530",2013-10-01,"NM",28.919493625
"1531",2013-10-01,"NV",63.9180985833333
"1532",2013-10-01,"NY",5.62616870833333
"1533",2013-10-01,"OH",4.01024458333333
"1534",2013-10-01,"OR",1.830483375
"1535",2013-10-01,"PA",5.21871991666667
"1536",2013-10-01,"TX",14.107462625
"1537",2013-10-01,"VT",1.56282308333333
"1538",2013-10-01,"WA",0.0612916666666667
"1539",2013-10-01,"GA",3.82379108333333
"1540",2013-10-01,"IN",3.89467066666667
"1541",2013-10-01,"MN",0.229002958333333
"1542",2013-10-01,"TN",1.769108375
"1543",2013-10-01,"UT",0.180949416666667
"1544",2013-10-01,"CT",0.146709875
"1545",2013-10-01,"RI",0.337639458333333
"1546",2013-10-01,"SC",0.1075915
"1547",2013-10-01,"MO",NA
"1548",2013-10-01,"WI",NA
"1549",2013-10-01,"AR",NA
"1550",2013-10-01,"KS",NA
"1551",2013-10-01,"MI",NA
"1552",2013-10-01,"OK",NA
"1553",2013-10-01,"AL",NA
"1554",2013-10-01,"IA",NA
"1555",2013-10-01,"ID",NA
"1556",2013-10-01,"KY",NA
"1557",2013-10-01,"MS",NA
"1558",2013-10-01,"NE",NA
"1559",2013-10-01,"SD",NA
"1560",2013-10-01,"VA",NA
"1561",2013-10-01,"LA",NA
"1562",2013-10-01,"ME",NA
"1563",2013-10-01,"MT",NA
"1564",2013-10-01,"WY",NA
"1565",2013-11-01,"AZ",219.738728541667
"1566",2013-11-01,"CA",485.572569791667
"1567",2013-11-01,"CO",21.3500837916667
"1568",2013-11-01,"DE",3.98674283333333
"1569",2013-11-01,"FL",18.0218937083333
"1570",2013-11-01,"HI",1.91253420833333
"1571",2013-11-01,"IL",4.45201745833333
"1572",2013-11-01,"MA",12.6158665833333
"1573",2013-11-01,"MD",6.572311
"1574",2013-11-01,"NC",39.8811111666667
"1575",2013-11-01,"NJ",38.4513402083333
"1576",2013-11-01,"NM",28.292613625
"1577",2013-11-01,"NV",64.69404075
"1578",2013-11-01,"NY",5.62938725
"1579",2013-11-01,"OH",4.100611625
"1580",2013-11-01,"OR",1.89682295833333
"1581",2013-11-01,"PA",5.18787883333333
"1582",2013-11-01,"TX",14.8486085
"1583",2013-11-01,"VT",1.622530625
"1584",2013-11-01,"WA",0.063375
"1585",2013-11-01,"GA",4.7738485
"1586",2013-11-01,"IN",4.55365458333333
"1587",2013-11-01,"MN",0.231725708333333
"1588",2013-11-01,"TN",1.80892729166667
"1589",2013-11-01,"UT",0.183265291666667
"1590",2013-11-01,"CT",0.212236333333333
"1591",2013-11-01,"RI",0.405946958333333
"1592",2013-11-01,"SC",0.146474125
"1593",2013-11-01,"MO",NA
"1594",2013-11-01,"WI",NA
"1595",2013-11-01,"AR",NA
"1596",2013-11-01,"KS",NA
"1597",2013-11-01,"MI",NA
"1598",2013-11-01,"OK",NA
"1599",2013-11-01,"AL",NA
"1600",2013-11-01,"IA",NA
"1601",2013-11-01,"ID",NA
"1602",2013-11-01,"KY",NA
"1603",2013-11-01,"MS",NA
"1604",2013-11-01,"NE",NA
"1605",2013-11-01,"SD",NA
"1606",2013-11-01,"VA",NA
"1607",2013-11-01,"LA",NA
"1608",2013-11-01,"ME",NA
"1609",2013-11-01,"MT",NA
"1610",2013-11-01,"WY",NA
"1611",2013-12-01,"AZ",232.23547925
"1612",2013-12-01,"CA",545.548312708333
"1613",2013-12-01,"CO",21.4007582916667
"1614",2013-12-01,"DE",4.020485
"1615",2013-12-01,"FL",17.9370004583333
"1616",2013-12-01,"HI",2.01791554166667
"1617",2013-12-01,"IL",4.497445875
"1618",2013-12-01,"MA",14.4507834583333
"1619",2013-12-01,"MD",7.06193320833333
"1620",2013-12-01,"NC",43.005822
"1621",2013-12-01,"NJ",39.1922899583333
"1622",2013-12-01,"NM",29.9923949583333
"1623",2013-12-01,"NV",66.3616667083333
"1624",2013-12-01,"NY",5.65786779166667
"1625",2013-12-01,"OH",4.214191
"1626",2013-12-01,"OR",1.96237975
"1627",2013-12-01,"PA",5.1800435
"1628",2013-12-01,"TX",15.726380625
"1629",2013-12-01,"VT",1.68276825
"1630",2013-12-01,"WA",0.06675
"1631",2013-12-01,"GA",5.725545
"1632",2013-12-01,"IN",5.34343266666667
"1633",2013-12-01,"MN",0.234492166666667
"1634",2013-12-01,"TN",1.85153395833333
"1635",2013-12-01,"UT",0.186404125
"1636",2013-12-01,"CT",0.308607875
"1637",2013-12-01,"RI",0.474930458333333
"1638",2013-12-01,"SC",0.186808708333333
"1639",2013-12-01,"MO",NA
"1640",2013-12-01,"WI",NA
"1641",2013-12-01,"AR",NA
"1642",2013-12-01,"KS",NA
"1643",2013-12-01,"MI",NA
"1644",2013-12-01,"OK",NA
"1645",2013-12-01,"AL",NA
"1646",2013-12-01,"IA",NA
"1647",2013-12-01,"ID",NA
"1648",2013-12-01,"KY",NA
"1649",2013-12-01,"MS",NA
"1650",2013-12-01,"NE",NA
"1651",2013-12-01,"SD",NA
"1652",2013-12-01,"VA",NA
"1653",2013-12-01,"LA",NA
"1654",2013-12-01,"ME",NA
"1655",2013-12-01,"MT",NA
"1656",2013-12-01,"WY",NA
"1657",2014-01-01,"AZ",243.172384416667
"1658",2014-01-01,"CA",603.236883416667
"1659",2014-01-01,"CO",21.414900125
"1660",2014-01-01,"DE",4.03661554166667
"1661",2014-01-01,"FL",17.74056575
"1662",2014-01-01,"HI",2.11917245833333
"1663",2014-01-01,"IL",4.53117120833333
"1664",2014-01-01,"MA",16.4927855833333
"1665",2014-01-01,"MD",7.56911275
"1666",2014-01-01,"NC",45.8581432083333
"1667",2014-01-01,"NJ",40.2340849166667
"1668",2014-01-01,"NM",32.992761375
"1669",2014-01-01,"NV",68.75153425
"1670",2014-01-01,"NY",5.71407670833333
"1671",2014-01-01,"OH",4.332446625
"1672",2014-01-01,"OR",2.01762229166667
"1673",2014-01-01,"PA",5.197201625
"1674",2014-01-01,"TX",16.6609302083333
"1675",2014-01-01,"VT",1.769641875
"1676",2014-01-01,"WA",0.0670833333333333
"1677",2014-01-01,"GA",6.627237125
"1678",2014-01-01,"IN",6.17776875
"1679",2014-01-01,"MN",0.236638583333333
"1680",2014-01-01,"TN",1.88955325
"1681",2014-01-01,"UT",0.1894975
"1682",2014-01-01,"CT",0.426047083333333
"1683",2014-01-01,"RI",0.543665958333333
"1684",2014-01-01,"SC",0.224372208333333
"1685",2014-01-01,"MO",NA
"1686",2014-01-01,"WI",NA
"1687",2014-01-01,"AR",NA
"1688",2014-01-01,"KS",NA
"1689",2014-01-01,"MI",NA
"1690",2014-01-01,"OK",NA
"1691",2014-01-01,"AL",NA
"1692",2014-01-01,"IA",NA
"1693",2014-01-01,"ID",NA
"1694",2014-01-01,"KY",NA
"1695",2014-01-01,"MS",NA
"1696",2014-01-01,"NE",NA
"1697",2014-01-01,"SD",NA
"1698",2014-01-01,"VA",NA
"1699",2014-01-01,"LA",NA
"1700",2014-01-01,"ME",NA
"1701",2014-01-01,"MT",NA
"1702",2014-01-01,"WY",NA
"1703",2014-02-01,"AZ",252.13944925
"1704",2014-02-01,"CA",656.527234166667
"1705",2014-02-01,"CO",21.4975075416667
"1706",2014-02-01,"DE",4.07995658333333
"1707",2014-02-01,"FL",17.8227956666667
"1708",2014-02-01,"HI",2.31356325
"1709",2014-02-01,"IL",4.537496625
"1710",2014-02-01,"MA",18.5363135416667
"1711",2014-02-01,"MD",8.06707983333333
"1712",2014-02-01,"NC",49.1267258333333
"1713",2014-02-01,"NJ",41.6855505
"1714",2014-02-01,"NM",35.4573737083333
"1715",2014-02-01,"NV",71.6550717916667
"1716",2014-02-01,"NY",5.82367304166667
"1717",2014-02-01,"OH",4.42645679166667
"1718",2014-02-01,"OR",2.051030625
"1719",2014-02-01,"PA",5.26463379166667
"1720",2014-02-01,"TX",17.7746398333333
"1721",2014-02-01,"VT",1.876744875
"1722",2014-02-01,"WA",0.0638333333333333
"1723",2014-02-01,"GA",7.54783870833333
"1724",2014-02-01,"IN",7.004373375
"1725",2014-02-01,"MN",0.237436083333333
"1726",2014-02-01,"TN",1.916962
"1727",2014-02-01,"UT",0.191921541666667
"1728",2014-02-01,"CT",0.541098375
"1729",2014-02-01,"RI",0.609930041666667
"1730",2014-02-01,"SC",0.263533583333333
"1731",2014-02-01,"MO",NA
"1732",2014-02-01,"WI",NA
"1733",2014-02-01,"AR",NA
"1734",2014-02-01,"KS",NA
"1735",2014-02-01,"MI",NA
"1736",2014-02-01,"OK",NA
"1737",2014-02-01,"AL",NA
"1738",2014-02-01,"IA",NA
"1739",2014-02-01,"ID",NA
"1740",2014-02-01,"KY",NA
"1741",2014-02-01,"MS",NA
"1742",2014-02-01,"NE",NA
"1743",2014-02-01,"SD",NA
"1744",2014-02-01,"VA",NA
"1745",2014-02-01,"LA",NA
"1746",2014-02-01,"ME",NA
"1747",2014-02-01,"MT",NA
"1748",2014-02-01,"WY",NA
"1749",2014-03-01,"AZ",259.860980875
"1750",2014-03-01,"CA",708.00997
"1751",2014-03-01,"CO",21.62090975
"1752",2014-03-01,"DE",4.09142975
"1753",2014-03-01,"FL",18.1053539583333
"1754",2014-03-01,"HI",2.60314766666667
"1755",2014-03-01,"IL",4.519117875
"1756",2014-03-01,"MA",20.64093725
"1757",2014-03-01,"MD",8.34610366666667
"1758",2014-03-01,"NC",52.28076675
"1759",2014-03-01,"NJ",42.7667764166667
"1760",2014-03-01,"NM",37.6794467083333
"1761",2014-03-01,"NV",75.074553
"1762",2014-03-01,"NY",5.88438408333333
"1763",2014-03-01,"OH",4.50066791666667
"1764",2014-03-01,"OR",2.06649533333333
"1765",2014-03-01,"PA",5.29211354166667
"1766",2014-03-01,"TX",19.15466675
"1767",2014-03-01,"VT",1.945555625
"1768",2014-03-01,"WA",0.0624166666666667
"1769",2014-03-01,"GA",8.35658483333333
"1770",2014-03-01,"IN",7.852051875
"1771",2014-03-01,"MN",0.236951208333333
"1772",2014-03-01,"TN",1.93499520833333
"1773",2014-03-01,"UT",0.193927625
"1774",2014-03-01,"CT",0.657704666666667
"1775",2014-03-01,"RI",0.676025916666667
"1776",2014-03-01,"SC",0.300619375
"1777",2014-03-01,"MO",NA
"1778",2014-03-01,"WI",NA
"1779",2014-03-01,"AR",NA
"1780",2014-03-01,"KS",NA
"1781",2014-03-01,"MI",NA
"1782",2014-03-01,"OK",NA
"1783",2014-03-01,"AL",NA
"1784",2014-03-01,"IA",NA
"1785",2014-03-01,"ID",NA
"1786",2014-03-01,"KY",NA
"1787",2014-03-01,"MS",NA
"1788",2014-03-01,"NE",NA
"1789",2014-03-01,"SD",NA
"1790",2014-03-01,"VA",NA
"1791",2014-03-01,"LA",NA
"1792",2014-03-01,"ME",NA
"1793",2014-03-01,"MT",NA
"1794",2014-03-01,"WY",NA
"1795",2014-04-01,"AZ",263.248896833333
"1796",2014-04-01,"CA",756.899521166667
"1797",2014-04-01,"CO",21.4963374583333
"1798",2014-04-01,"DE",4.10755404166667
"1799",2014-04-01,"FL",18.6815654583333
"1800",2014-04-01,"HI",2.86807583333333
"1801",2014-04-01,"IL",4.468111125
"1802",2014-04-01,"MA",22.6150511666667
"1803",2014-04-01,"MD",8.32590454166667
"1804",2014-04-01,"NC",55.6274677916667
"1805",2014-04-01,"NJ",42.8183289583333
"1806",2014-04-01,"NM",39.652191625
"1807",2014-04-01,"NV",78.3449011666667
"1808",2014-04-01,"NY",5.84247545833333
"1809",2014-04-01,"OH",4.54879254166667
"1810",2014-04-01,"OR",2.083172625
"1811",2014-04-01,"PA",5.236022125
"1812",2014-04-01,"TX",20.9210435416667
"1813",2014-04-01,"VT",1.96690466666667
"1814",2014-04-01,"WA",0.0618333333333333
"1815",2014-04-01,"GA",9.12316054166667
"1816",2014-04-01,"IN",8.65947808333333
"1817",2014-04-01,"MN",0.234851958333333
"1818",2014-04-01,"TN",1.93989629166667
"1819",2014-04-01,"UT",0.192965541666667
"1820",2014-04-01,"CT",0.769121458333333
"1821",2014-04-01,"RI",0.737834416666667
"1822",2014-04-01,"SC",0.339243875
"1823",2014-04-01,"MO",NA
"1824",2014-04-01,"WI",NA
"1825",2014-04-01,"AR",NA
"1826",2014-04-01,"KS",NA
"1827",2014-04-01,"MI",NA
"1828",2014-04-01,"OK",NA
"1829",2014-04-01,"AL",NA
"1830",2014-04-01,"IA",NA
"1831",2014-04-01,"ID",NA
"1832",2014-04-01,"KY",NA
"1833",2014-04-01,"MS",NA
"1834",2014-04-01,"NE",NA
"1835",2014-04-01,"SD",NA
"1836",2014-04-01,"VA",NA
"1837",2014-04-01,"LA",NA
"1838",2014-04-01,"ME",NA
"1839",2014-04-01,"MT",NA
"1840",2014-04-01,"WY",NA
"1841",2014-05-01,"AZ",263.893689666667
"1842",2014-05-01,"CA",796.941013666667
"1843",2014-05-01,"CO",21.4319277083333
"1844",2014-05-01,"DE",4.13518641666667
"1845",2014-05-01,"FL",19.332463
"1846",2014-05-01,"HI",3.087296625
"1847",2014-05-01,"IL",4.3905055
"1848",2014-05-01,"MA",24.227179
"1849",2014-05-01,"MD",8.29143633333333
"1850",2014-05-01,"NC",58.3765307083333
"1851",2014-05-01,"NJ",42.7187003333333
"1852",2014-05-01,"NM",41.3729132916667
"1853",2014-05-01,"NV",81.577334375
"1854",2014-05-01,"NY",5.83064445833333
"1855",2014-05-01,"OH",4.57116816666667
"1856",2014-05-01,"OR",2.08474629166667
"1857",2014-05-01,"PA",5.204442
"1858",2014-05-01,"TX",22.5855488333333
"1859",2014-05-01,"VT",1.973888375
"1860",2014-05-01,"WA",0.0609166666666667
"1861",2014-05-01,"GA",9.69053708333333
"1862",2014-05-01,"IN",8.98622045833333
"1863",2014-05-01,"MN",0.231462416666667
"1864",2014-05-01,"TN",2.028541625
"1865",2014-05-01,"UT",0.190789416666667
"1866",2014-05-01,"CT",0.867928541666667
"1867",2014-05-01,"RI",0.790316916666667
"1868",2014-05-01,"SC",0.372578041666667
"1869",2014-05-01,"MO",NA
"1870",2014-05-01,"WI",NA
"1871",2014-05-01,"AR",NA
"1872",2014-05-01,"KS",NA
"1873",2014-05-01,"MI",NA
"1874",2014-05-01,"OK",NA
"1875",2014-05-01,"AL",NA
"1876",2014-05-01,"IA",NA
"1877",2014-05-01,"ID",NA
"1878",2014-05-01,"KY",NA
"1879",2014-05-01,"MS",NA
"1880",2014-05-01,"NE",NA
"1881",2014-05-01,"SD",NA
"1882",2014-05-01,"VA",NA
"1883",2014-05-01,"LA",NA
"1884",2014-05-01,"ME",NA
"1885",2014-05-01,"MT",NA
"1886",2014-05-01,"WY",NA
"1887",2014-06-01,"AZ",263.352621416667
"1888",2014-06-01,"CA",820.623316416667
"1889",2014-06-01,"CO",21.280245125
"1890",2014-06-01,"DE",4.1297655
"1891",2014-06-01,"FL",19.8533821666667
"1892",2014-06-01,"HI",3.228453375
"1893",2014-06-01,"IL",4.26537466666667
"1894",2014-06-01,"MA",25.23645675
"1895",2014-06-01,"MD",8.24079533333333
"1896",2014-06-01,"NC",59.9506395833333
"1897",2014-06-01,"NJ",42.8377704166667
"1898",2014-06-01,"NM",42.5204860416667
"1899",2014-06-01,"NV",83.9046046666666
"1900",2014-06-01,"NY",5.867919625
"1901",2014-06-01,"OH",4.53705408333333
"1902",2014-06-01,"OR",2.04048941666667
"1903",2014-06-01,"PA",5.20355025
"1904",2014-06-01,"TX",23.40741775
"1905",2014-06-01,"VT",1.969442375
"1906",2014-06-01,"WA",0.0609166666666667
"1907",2014-06-01,"GA",9.88329466666667
"1908",2014-06-01,"IN",8.71975879166667
"1909",2014-06-01,"MN",0.22548075
"1910",2014-06-01,"TN",2.205464875
"1911",2014-06-01,"UT",0.188414666666667
"1912",2014-06-01,"CT",0.944388208333333
"1913",2014-06-01,"RI",0.815352583333333
"1914",2014-06-01,"SC",0.391501333333333
"1915",2014-06-01,"MO",NA
"1916",2014-06-01,"WI",NA
"1917",2014-06-01,"AR",NA
"1918",2014-06-01,"KS",NA
"1919",2014-06-01,"MI",NA
"1920",2014-06-01,"OK",NA
"1921",2014-06-01,"AL",NA
"1922",2014-06-01,"IA",NA
"1923",2014-06-01,"ID",NA
"1924",2014-06-01,"KY",NA
"1925",2014-06-01,"MS",NA
"1926",2014-06-01,"NE",NA
"1927",2014-06-01,"SD",NA
"1928",2014-06-01,"VA",NA
"1929",2014-06-01,"LA",NA
"1930",2014-06-01,"ME",NA
"1931",2014-06-01,"MT",NA
"1932",2014-06-01,"WY",NA
"1933",2014-07-01,"AZ",260.121104041667
"1934",2014-07-01,"CA",841.099362333333
"1935",2014-07-01,"CO",20.8949932083333
"1936",2014-07-01,"DE",4.12755020833333
"1937",2014-07-01,"FL",20.16501425
"1938",2014-07-01,"HI",3.314179125
"1939",2014-07-01,"IL",4.18348779166667
"1940",2014-07-01,"MA",25.9722691666667
"1941",2014-07-01,"MD",8.19795841666667
"1942",2014-07-01,"NC",62.10771825
"1943",2014-07-01,"NJ",43.3730135833333
"1944",2014-07-01,"NM",43.6013984583333
"1945",2014-07-01,"NV",85.822266875
"1946",2014-07-01,"NY",5.95313066666667
"1947",2014-07-01,"OH",4.51025933333333
"1948",2014-07-01,"OR",2.01727145833333
"1949",2014-07-01,"PA",5.231052375
"1950",2014-07-01,"TX",23.8724513333333
"1951",2014-07-01,"VT",2.02314420833333
"1952",2014-07-01,"WA",0.0606666666666667
"1953",2014-07-01,"GA",9.90693720833333
"1954",2014-07-01,"IN",8.66106458333334
"1955",2014-07-01,"MN",0.221708333333333
"1956",2014-07-01,"TN",2.40055716666667
"1957",2014-07-01,"UT",0.185385541666667
"1958",2014-07-01,"CT",0.994940166666667
"1959",2014-07-01,"RI",0.826112333333333
"1960",2014-07-01,"SC",0.397934666666667
"1961",2014-07-01,"MO",0.752493583333333
"1962",2014-07-01,"WI",0.100169833333333
"1963",2014-07-01,"AR",NA
"1964",2014-07-01,"KS",NA
"1965",2014-07-01,"MI",NA
"1966",2014-07-01,"OK",NA
"1967",2014-07-01,"AL",NA
"1968",2014-07-01,"IA",NA
"1969",2014-07-01,"ID",NA
"1970",2014-07-01,"KY",NA
"1971",2014-07-01,"MS",NA
"1972",2014-07-01,"NE",NA
"1973",2014-07-01,"SD",NA
"1974",2014-07-01,"VA",NA
"1975",2014-07-01,"LA",NA
"1976",2014-07-01,"ME",NA
"1977",2014-07-01,"MT",NA
"1978",2014-07-01,"WY",NA
"1979",2014-08-01,"AZ",259.242224208333
"1980",2014-08-01,"CA",874.707211291667
"1981",2014-08-01,"CO",20.62677875
"1982",2014-08-01,"DE",4.07755033333333
"1983",2014-08-01,"FL",19.7986950833333
"1984",2014-08-01,"HI",3.420878375
"1985",2014-08-01,"IL",4.21540591666667
"1986",2014-08-01,"MA",27.0648132916667
"1987",2014-08-01,"MD",8.2954945
"1988",2014-08-01,"NC",63.9169711666667
"1989",2014-08-01,"NJ",44.1872858333333
"1990",2014-08-01,"NM",45.5022250833333
"1991",2014-08-01,"NV",89.8274137083333
"1992",2014-08-01,"NY",6.0565485
"1993",2014-08-01,"OH",4.56895570833333
"1994",2014-08-01,"OR",2.052513125
"1995",2014-08-01,"PA",5.2611035
"1996",2014-08-01,"TX",24.696599625
"1997",2014-08-01,"VT",2.16866470833333
"1998",2014-08-01,"WA",0.06125
"1999",2014-08-01,"GA",9.9054765
"2000",2014-08-01,"IN",9.032675
"2001",2014-08-01,"MN",0.224045291666667
"2002",2014-08-01,"TN",2.660713
"2003",2014-08-01,"UT",0.185362166666667
"2004",2014-08-01,"CT",1.04221204166667
"2005",2014-08-01,"RI",0.850396083333333
"2006",2014-08-01,"SC",0.391611458333333
"2007",2014-08-01,"MO",0.813989125
"2008",2014-08-01,"WI",0.102109583333333
"2009",2014-08-01,"AR",NA
"2010",2014-08-01,"KS",NA
"2011",2014-08-01,"MI",NA
"2012",2014-08-01,"OK",NA
"2013",2014-08-01,"AL",NA
"2014",2014-08-01,"IA",NA
"2015",2014-08-01,"ID",NA
"2016",2014-08-01,"KY",NA
"2017",2014-08-01,"MS",NA
"2018",2014-08-01,"NE",NA
"2019",2014-08-01,"SD",NA
"2020",2014-08-01,"VA",NA
"2021",2014-08-01,"LA",NA
"2022",2014-08-01,"ME",NA
"2023",2014-08-01,"MT",NA
"2024",2014-08-01,"WY",NA
"2025",2014-09-01,"AZ",260.50147225
"2026",2014-09-01,"CA",917.5848245
"2027",2014-09-01,"CO",20.5731869166667
"2028",2014-09-01,"DE",4.003507
"2029",2014-09-01,"FL",19.3172320833333
"2030",2014-09-01,"HI",3.56628054166667
"2031",2014-09-01,"IL",4.257462125
"2032",2014-09-01,"MA",28.6014737083333
"2033",2014-09-01,"MD",8.32150191666667
"2034",2014-09-01,"NC",66.021188125
"2035",2014-09-01,"NJ",44.7093485
"2036",2014-09-01,"NM",48.0997595833333
"2037",2014-09-01,"NV",95.6130653333333
"2038",2014-09-01,"NY",6.11767895833333
"2039",2014-09-01,"OH",4.64860995833333
"2040",2014-09-01,"OR",2.08939429166667
"2041",2014-09-01,"PA",5.23718620833333
"2042",2014-09-01,"TX",25.5365533333333
"2043",2014-09-01,"VT",2.36569054166667
"2044",2014-09-01,"WA",0.062
"2045",2014-09-01,"GA",9.88599929166667
"2046",2014-09-01,"IN",9.50660175
"2047",2014-09-01,"MN",0.227211208333333
"2048",2014-09-01,"TN",3.01567595833333
"2049",2014-09-01,"UT",0.2101585
"2050",2014-09-01,"CT",1.10667095833333
"2051",2014-09-01,"RI",0.88313325
"2052",2014-09-01,"SC",0.382561166666667
"2053",2014-09-01,"MO",0.883836875
"2054",2014-09-01,"WI",0.104746833333333
"2055",2014-09-01,"AR",NA
"2056",2014-09-01,"KS",NA
"2057",2014-09-01,"MI",NA
"2058",2014-09-01,"OK",NA
"2059",2014-09-01,"AL",NA
"2060",2014-09-01,"IA",NA
"2061",2014-09-01,"ID",NA
"2062",2014-09-01,"KY",NA
"2063",2014-09-01,"MS",NA
"2064",2014-09-01,"NE",NA
"2065",2014-09-01,"SD",NA
"2066",2014-09-01,"VA",NA
"2067",2014-09-01,"LA",NA
"2068",2014-09-01,"ME",NA
"2069",2014-09-01,"MT",NA
"2070",2014-09-01,"WY",NA
"2071",2014-10-01,"AZ",263.547495833333
"2072",2014-10-01,"CA",964.352482375
"2073",2014-10-01,"CO",20.6791275833333
"2074",2014-10-01,"DE",3.979471125
"2075",2014-10-01,"FL",19.2628754166667
"2076",2014-10-01,"HI",3.74019241666667
"2077",2014-10-01,"IL",4.29291545833333
"2078",2014-10-01,"MA",30.4109687916667
"2079",2014-10-01,"MD",8.32947570833333
"2080",2014-10-01,"NC",69.8613451666667
"2081",2014-10-01,"NJ",45.3361302916667
"2082",2014-10-01,"NM",51.2593967916667
"2083",2014-10-01,"NV",102.49575175
"2084",2014-10-01,"NY",6.21921670833333
"2085",2014-10-01,"OH",4.73271604166667
"2086",2014-10-01,"OR",2.117603125
"2087",2014-10-01,"PA",5.20161420833333
"2088",2014-10-01,"TX",26.2234794583333
"2089",2014-10-01,"VT",2.60492966666667
"2090",2014-10-01,"WA",0.0622083333333333
"2091",2014-10-01,"GA",9.80134133333333
"2092",2014-10-01,"IN",10.037193375
"2093",2014-10-01,"MN",0.23037175
"2094",2014-10-01,"TN",3.45506579166667
"2095",2014-10-01,"UT",0.263544
"2096",2014-10-01,"CT",1.185114
"2097",2014-10-01,"RI",0.92106575
"2098",2014-10-01,"SC",0.377622833333333
"2099",2014-10-01,"MO",0.9593255
"2100",2014-10-01,"WI",0.107693833333333
"2101",2014-10-01,"AR",NA
"2102",2014-10-01,"KS",NA
"2103",2014-10-01,"MI",NA
"2104",2014-10-01,"OK",NA
"2105",2014-10-01,"AL",NA
"2106",2014-10-01,"IA",NA
"2107",2014-10-01,"ID",NA
"2108",2014-10-01,"KY",NA
"2109",2014-10-01,"MS",NA
"2110",2014-10-01,"NE",NA
"2111",2014-10-01,"SD",NA
"2112",2014-10-01,"VA",NA
"2113",2014-10-01,"LA",NA
"2114",2014-10-01,"ME",NA
"2115",2014-10-01,"MT",NA
"2116",2014-10-01,"WY",NA
"2117",2014-11-01,"AZ",267.120858791667
"2118",2014-11-01,"CA",1008.67483366667
"2119",2014-11-01,"CO",20.6741515
"2120",2014-11-01,"DE",4.004374375
"2121",2014-11-01,"FL",19.4143019166667
"2122",2014-11-01,"HI",3.90917408333333
"2123",2014-11-01,"IL",4.30387108333333
"2124",2014-11-01,"MA",32.0329687916667
"2125",2014-11-01,"MD",8.49454166666667
"2126",2014-11-01,"NC",75.6426145833333
"2127",2014-11-01,"NJ",46.5429950416667
"2128",2014-11-01,"NM",54.2806306666667
"2129",2014-11-01,"NV",108.92860875
"2130",2014-11-01,"NY",6.45617179166667
"2131",2014-11-01,"OH",4.79268295833333
"2132",2014-11-01,"OR",2.130769625
"2133",2014-11-01,"PA",5.225848875
"2134",2014-11-01,"TX",26.5428545833333
"2135",2014-11-01,"VT",2.852236875
"2136",2014-11-01,"WA",0.062125
"2137",2014-11-01,"GA",9.80115120833333
"2138",2014-11-01,"IN",10.5336364583333
